"Authors","Author full names","Author(s) ID","Title","Year","Source title","Link","Abstract","Author Keywords","Index Keywords"
"Brekke A.; Zellner N.","Brekke, Arnold (57165849000); Zellner, Norman (57166322200)","57165849000; 57166322200","Conflicts between some assumptions underlying production and welfare economics","1952","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960591693&doi=10.2307%2f1233720&partnerID=40&md5=f3dbeeeca5e2973ff14c20e0af5f98ea","[No abstract available]","",""
"FitzPatrick P.J.","FitzPatrick, Paul J. (56952096100)","56952096100","Graduate Dissertations in Economics, 1935–1947","1949","Review of Social Economy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945599156&doi=10.1080%2f00346764900000009&partnerID=40&md5=3ef3880878688f7fefa25c4778e9fb7f","[No abstract available]","",""
"LACHMANN L.M.","LACHMANN, L.M. (16537258600)","16537258600","ECONOMICS AS A SOCIAL SCIENCE","1950","South African Journal of Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977303584&doi=10.1111%2fj.1813-6982.1950.tb02651.x&partnerID=40&md5=c7f1a0e60319be02ef71cf086a74318a","[No abstract available]","",""
"Streeten P.","Streeten, Paul (57190100105)","57190100105","Economics and value judgments","1950","Quarterly Journal of Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-5844425183&doi=10.2307%2f1884389&partnerID=40&md5=f63dc48ef5f9b6ea91248ecf8b784200","Introduction, 583. — I. The neutrality of means, 585. — II. The value of individual choice, 588. — III. Interpersonal comparisons, 591. — IV. The criterion for an “improvement,” 593. — V. Conclusions, 594. © 1950, by the President and Fellows of Harvard College.","",""
"Erlich A.","Erlich, Alexander (57185579100)","57185579100","Preobrazhenski and the economics of soviet industrialization","1950","Quarterly Journal of Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962994576&doi=10.2307%2f1881959&partnerID=40&md5=1f2cbae8a87c9f8605e734a26ba10f14","I. Introduction, 57. — II. The “goods famine,” 59; the disparity between supply and demand, 59; the peasants’ “freedom of choice,” 61. — III. The tempo of industrialization: long-range arguments, 62; overpopulation, 63; the technological factor, 65; the “chain connection,” 67. — IV. The Iaw of “primitive socialist accumulation,” 68; the formulation of the law, 68; the “socialist protectionism,” 70; taxation by price, 72. — V. The debate, 75. — VI. The solution of the Preobrazhenski dilemma, 80. © 1950, Oxford University Press. All rights reserved.","",""
"Schultz T.W.","Schultz, Theodore W. (7201771746)","7201771746","A framework for land economics-the long view","1951","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960566608&doi=10.2307%2f1233587&partnerID=40&md5=3329c177f995eb0b42ba7ec0f0c0b9e2","[No abstract available]","",""
"CONACHER H.M.","CONACHER, H.M. (57190086020)","57190086020","SCOPE OF AGRICULTURAL ECONOMICS","1947","Journal of proceedings of the Agricultural Economics Society","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977258565&doi=10.1111%2fj.1477-9552.1947.tb02196.x&partnerID=40&md5=759a5e40c6882ad643943ab1e1af6b47","[No abstract available]","",""
"DIXEY R.N.","DIXEY, R.N. (57190082583)","57190082583","THE ECONOMICS OF GRASS CONSERVATION","1949","Journal of proceedings of the Agricultural Economics Society","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977252220&doi=10.1111%2fj.1477-9552.1949.tb01927.x&partnerID=40&md5=eedacd7dc1de92c217dc9852a5ce230b","[No abstract available]","",""
"Myers M.","Myers, Max (57165190700)","57165190700","Farm tenure processes in South Dakota","1951","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963086943&doi=10.2307%2f1233479&partnerID=40&md5=7a52d88809783bd65ea76587be61a507","THIS thesis is a progress report on a preliminary investigation. It is not a final summary of a job completed. The setting and circumstances which caused it to become what it is ate described briefly in the following paragraphs. South Dakota is an agricultural state which sprawls across the Great Plains transition from Corn Belt to arid lands. It is characterized by rich soils, variable weather, and an extensive, high risk agriculture. The State was settled between 1850 and 1920 under federal laws which were intended to cover the expanse with 160-acre, family type owner operated farms. The land, the climate, and the economic situation combined to thwart this purpose. The percentage of tenancy rose for 50 years and reached 58 percent in 1940, farm numbers decreased steadily after initial settlement, farm sizes increased, and tenure problems multiplied. In 1947 the Agricultural Economics staff at South Dakota State College decided to initiate more intensive study of farm tenure. Before this, there had been studies by the department on landlord-tenant relations and on certain general aspects of tenure. © 1951, Oxford University Press. All rights reserved.","",""
"","","","Book and Monograph Notices","1951","American Journal of Economics and Sociology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980063866&doi=10.1111%2fj.1536-7150.1951.tb00060.x&partnerID=40&md5=06e887221b6ed691f1d84d31e2a3e787","Dictionary of Modern Economics. By Byrne J. Horton with Julius Ripley and M. B. Schnapper.  Dictionary of Sociology. Edited by Henry Pratt Fairchild with the collaboration of one hundred sociologists.  Labor Dictionary: A Concise Compendium of Labor Information. By Paul Hubert Casselman.  Encyclopedia of Criminology. Edited by Vernon C. Branham and Samuel B. Kutash.  Economic Doctrines. By Frank A. Neff.  History of Economic Doctrines. By Eduard Heimann.  Human Destiny. By Pierre Lecomte du Noüy.  Bases et Profils de la Société de Demain. By Jean‐P. Vaudaire.  The Hebrew Impact on Western Civilization. Edited by Dagobert D. Runes. Copyright © 1951, Wiley Blackwell. All rights reserved","",""
"Heady E.O.","Heady, Earl O. (7004341300)","7004341300","Elementary models in farm production economics research","1948","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957660145&doi=10.2307%2f1232526&partnerID=40&md5=9d842d2cb2f004f2a42deef854e21581","[No abstract available]","",""
"Houseman E.E.","Houseman, Earl E. (57165846500)","57165846500","The sample design for a national farm survey by the bureau of agricultural economics","1947","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960605613&doi=10.2307%2f1232957&partnerID=40&md5=57c72043d81f2b2e8ebac94216b4a1ba","[No abstract available]","",""
"Lillig C.","Lillig, Coleman (56930517000)","56930517000","Techniques of integrating Catholic principles with the course in elementary economics","1949","Review of Social Economy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945602563&doi=10.1080%2f00346764900000027&partnerID=40&md5=dba3e04089393e1905ded22d833c3ef9","[No abstract available]","",""
"Peterson M.J.","Peterson, Milo J. (57213011584)","57213011584","The place of economics in agricultural education programs","1952","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960574200&doi=10.2307%2f1233530&partnerID=40&md5=47354854c58b3c45006d8510897ca941","[No abstract available]","",""
"Calixta M.","Calixta, M. (56930562500)","56930562500","The Teaching of Economics in a Catholic Girls' High School","1948","Review of Social Economy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945612642&doi=10.1080%2f00346764800000008&partnerID=40&md5=69d08fa7725527f57ab04a23df52bd0c","[No abstract available]","",""
"Heady E.O.","Heady, Earl O. (7004341300)","7004341300","Application of recent economic theory in agricultural production economics","1950","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960574165&doi=10.2307%2f1233869&partnerID=40&md5=f2a035c6f487595ca4c7796c71074275","[No abstract available]","",""
"Heady E.O.","Heady, Earl O. (7004341300)","7004341300","Implications of particular economics in agricultural economics methodology","1949","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956379939&doi=10.2307%2f1233749&partnerID=40&md5=86871e923ae04296de490b1950fc07cf","[No abstract available]","",""
"FitzPatrick P.J.","FitzPatrick, Paul J. (56952096100)","56952096100","Graduate Dissertations in Economics, 1948–1950","1951","Review of Social Economy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945598614&doi=10.1080%2f00346765100000023&partnerID=40&md5=95ebee32823ba085ff953da49b36925f","[No abstract available]","",""
"Cochran T.C.","Cochran, Thomas C. (57123856400)","57123856400","The Economics in a Business History","1945","The Journal of Economic History","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958327783&doi=10.1017%2fS0022050700112926&partnerID=40&md5=11485c1f59c874e8c87813bca6e89b54","[No abstract available]","",""
"Kriqe E.J.","Kriqe, Eileen Jensen (57190096424)","57190096424","ECONOMICS OF EXCHANGE IN A PRIMITIVE SOCIETY","1941","South African Journal of Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-64249100256&doi=10.1111%2fj.1813-6982.1941.tb03113.x&partnerID=40&md5=395a1082224aa8ec4062cf38670e6739","[No abstract available]","",""
"Polanyi M.","Polanyi, M. (24770299100)","24770299100","Economics by motion symbols","1940","Review of Economic Studies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963089793&doi=10.2307%2f2967413&partnerID=40&md5=c98e434ab10912b355312ee32b3cd0ef","[No abstract available]","",""
"Grimes W.E.","Grimes, W.E. (57165744400)","57165744400","Personnel training and recruitment in agricultural economics","1940","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960579543&doi=10.2307%2f1232032&partnerID=40&md5=ab195348616f3914e82c93a9aa23a301","[No abstract available]","",""
"","","","REVIEWS","1940","The Manchester School","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980096935&doi=10.1111%2fj.1467-9957.1940.tb00542.x&partnerID=40&md5=f8097ab785036c6915beb03cbee507ac","Book Review in this Articles: Economics of Socialism. By H. D. Dickinson The Economics of Soviet AgricuUure. By LEONARD E. HUBBARD. Copyright © 1940, Wiley Blackwell. All rights reserved","",""
"Southworth H.M.","Southworth, Herman M. (57166011300)","57166011300","The economics of public measures to subsidize food consumption","1945","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041444441&doi=10.2307%2f1232262&partnerID=40&md5=60c68f93a0f7b8df1615ff9ee483d84a","[No abstract available]","",""
"Wehrwein G.S.","Wehrwein, George S. (56930539300)","56930539300","Institutional economics in land economic theory","1941","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749123862&doi=10.2307%2f1231847&partnerID=40&md5=3bf7ffb8398faf24189a686dd80994c5","[No abstract available]","",""
"Ezekiel M.","Ezekiel, Mordecai (57166124900)","57166124900","The economics of the ever-normal granary: Discussion by mordecai ezekiel","1938","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960614123&doi=10.2307%2f1231508&partnerID=40&md5=099f67cac27956a09aef948acc5cbf81","[No abstract available]","",""
"de Scitovszky T.","de Scitovszky, T. (57188783596)","57188783596","A note on welfare propositions in economics","1941","Review of Economic Studies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963090940&doi=10.2307%2f2967640&partnerID=40&md5=3f0e25903334d1430629d553e8fa5443","[No abstract available]","",""
"Hardin C.M.","Hardin, Charles M. (57165588000)","57165588000","The bureau of agricultural economics under fire: A study in valuation conflicts","1946","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960580896&doi=10.2307%2f1232500&partnerID=40&md5=f294d49433b7c348b460dfacb4a99f32","[No abstract available]","",""
"Paulson W.E.","Paulson, W.E. (57165779900)","57165779900","Diagrammatic economics","1946","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960569975&doi=10.2307%2f1232502&partnerID=40&md5=d532bbb3e6da110d54e1770dd63c8f36","[No abstract available]","",""
"","","","Mathematics and Economics","1942","American Journal of Economics and Sociology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995186637&doi=10.1111%2fj.1536-7150.1942.tb00479.x&partnerID=40&md5=38370de473a345719aaaca066ac21832","[No abstract available]","",""
"Dempsey B.W.","Dempsey, Bernard W. (56930250600)","56930250600","Economics Implicit in the Social Encyclicals","1942","Review of Social Economy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-71149111335&doi=10.1080%2f00346764200000003&partnerID=40&md5=3fc7b18913583dcb3493f2ccecafaa0a","[No abstract available]","",""
"Renne R.R.","Renne, R.R. (57165795100)","57165795100","The content of land economics and research methods adapted to its needs: Discussion by r. r. renne","1942","American Journal of Agricultural Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960601676&doi=10.1093%2fajae%2f24.1.249&partnerID=40&md5=4f396afa31e279d7331e01b2a5915f82","[No abstract available]","",""
